month_end,trade_date,cohort_id,book,ticker,side,prev_weight,target_weight,delta_weight,rationale,sector,duration_months,strikes,px_ref_open,delist_risk_score,delist_risk_flags,delist_risk_multiplier,vt_prev,vt_curr
2010-06-30,2010-07-01,0,D10,ACGU3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Food & Beverage,1,0,3.81,0,,1.0,,
2010-06-30,2010-07-01,0,D10,AMER3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Trade,1,0,2543.779748,0,,1.0,,
2010-06-30,2010-07-01,0,D10,ARTR3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Transportation Services,1,0,7.284493978,0,,1.0,,
2010-06-30,2010-07-01,0,D10,BRML3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Other,1,0,6.566869856,0,,1.0,,
2010-06-30,2010-07-01,0,D10,CNFB4,L,0.14285714285714288,0.14285714285714288,0.0,keep,Basic & Fabricated Metal,1,0,4.57769226,0,,1.0,,
2010-06-30,2010-07-01,0,D10,EMBR3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Vehicle & Parts,1,0,8.235944072,0,,1.0,,
2010-06-30,2010-07-01,0,D10,EQTL3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Electric Power,1,0,1.498355656,0,,1.0,,
2010-06-30,2010-07-01,1,D10,ACGU3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Food & Beverage,1,0,3.81,0,,1.0,,
2010-06-30,2010-07-01,1,D10,AMER3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Trade,1,0,2543.779748,0,,1.0,,
2010-06-30,2010-07-01,1,D10,ARTR3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Transportation Services,1,0,7.284493978,0,,1.0,,
2010-06-30,2010-07-01,1,D10,BRML3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Other,1,0,6.566869856,0,,1.0,,
2010-06-30,2010-07-01,1,D10,CNFB4,L,0.14285714285714288,0.14285714285714288,0.0,keep,Basic & Fabricated Metal,1,0,4.57769226,0,,1.0,,
2010-06-30,2010-07-01,1,D10,EMBR3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Vehicle & Parts,1,0,8.235944072,0,,1.0,,
2010-06-30,2010-07-01,1,D10,EQTL3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Electric Power,1,0,1.498355656,0,,1.0,,
2010-06-30,2010-07-01,2,D10,ACGU3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Food & Beverage,1,0,3.81,0,,1.0,,
2010-06-30,2010-07-01,2,D10,AMER3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Trade,1,0,2543.779748,0,,1.0,,
2010-06-30,2010-07-01,2,D10,ARTR3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Transportation Services,1,0,7.284493978,0,,1.0,,
2010-06-30,2010-07-01,2,D10,BRML3,L,0.14285714285714288,0.14285714285714288,0.0,keep,Other,1,0,6.566869856,0,,1.0,,
2010-06-30,2010-07-01,2,D10,CNFB4,L,0.14285714285714288,0.14285714285714288,0.0,keep,Basic & Fabricated Metal,1,0,4.57769226,0,,1.0,,
